,model,nb_neurones_per_layers,nb_layers,future_temporal_horizon,activation,batchsize,future_delay,smoothing,subsampling_dt,state_configuration,data,data_dt,learning_rate,nb_collocations,seed,transfer_learning,train_on_collocation,ensemble_collocation,early_stopping,nb_epochs,training_name,pretrained_idx,status,training_idx
156,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,156
157,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,157
158,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,158
159,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,159
160,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,160
161,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,161
162,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,162
163,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,163
164,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,164
165,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,165
166,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,166
167,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,167
168,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,168
169,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,169
170,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,170
171,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,171
172,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,172
173,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,173
174,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,174
175,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,175
176,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,176
177,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,177
178,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,178
179,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,0,0,0.0,1,1500,training_data_based_dof2,,,179
180,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,0.0,,180
181,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,1.0,,181
182,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,2.0,,182
183,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,3.0,,183
184,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,4.0,,184
185,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,5.0,,185
186,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,6.0,,186
187,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,7.0,,187
188,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,8.0,,188
189,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,9.0,,189
190,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,10.0,,190
191,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,11.0,,191
192,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,12.0,,192
193,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,13.0,,193
194,mlp,8,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,14.0,,194
195,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,15.0,,195
196,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,16.0,,196
197,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,17.0,,197
198,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,18.0,,198
199,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,19.0,,199
200,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,20.0,,200
201,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,21.0,,201
202,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,22.0,,202
203,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,23.0,,203
204,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,24.0,,204
205,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,25.0,,205
206,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,26.0,,206
207,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,27.0,,207
208,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,28.0,,208
209,mlp,16,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,29.0,,209
210,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,30.0,,210
211,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,31.0,,211
212,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,32.0,,212
213,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,33.0,,213
214,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,34.0,,214
215,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,35.0,,215
216,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,36.0,,216
217,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,37.0,,217
218,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,38.0,,218
219,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,39.0,,219
220,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,40.0,,220
221,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,41.0,,221
222,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,42.0,,222
223,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,43.0,,223
224,mlp,24,4,1.0,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,0.0,1,1500,training_transfer_learning_dof2,44.0,,224
225,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,0.0,,225
226,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,1.0,,226
227,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,2.0,,227
228,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,3.0,,228
229,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,4.0,,229
230,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,5.0,,230
231,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,6.0,,231
232,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,7.0,,232
233,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,8.0,,233
234,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,9.0,,234
235,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,10.0,,235
236,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,11.0,,236
237,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,12.0,,237
238,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,13.0,,238
239,mlp,8,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,14.0,,239
240,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,15.0,,240
241,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,16.0,,241
242,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,17.0,,242
243,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,18.0,,243
244,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,19.0,,244
245,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,20.0,,245
246,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,21.0,,246
247,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,22.0,,247
248,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,23.0,,248
249,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,24.0,,249
250,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,25.0,,250
251,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,26.0,,251
252,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,27.0,,252
253,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,28.0,,253
254,mlp,16,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,29.0,,254
255,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,30.0,,255
256,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,31.0,,256
257,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,32.0,,257
258,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,33.0,,258
259,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,34.0,,259
260,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,35.0,,260
261,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,36.0,,261
262,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,37.0,,262
263,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,38.0,,263
264,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,39.0,,264
265,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,40.0,,265
266,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,41.0,,266
267,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,42.0,,267
268,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,43.0,,268
269,mlp,24,4,0.5,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,44.0,,269
270,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,0.0,,270
271,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,1.0,,271
272,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,2.0,,272
273,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,3.0,,273
274,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,4.0,,274
275,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,5.0,,275
276,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,6.0,,276
277,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,7.0,,277
278,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,8.0,,278
279,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,9.0,,279
280,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,10.0,,280
281,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,11.0,,281
282,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,12.0,,282
283,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,13.0,,283
284,mlp,8,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,14.0,,284
285,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,15.0,,285
286,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,16.0,,286
287,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,17.0,,287
288,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,18.0,,288
289,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,19.0,,289
290,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,20.0,,290
291,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,21.0,,291
292,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,22.0,,292
293,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,23.0,,293
294,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,24.0,,294
295,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,25.0,,295
296,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,26.0,,296
297,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,27.0,,297
298,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,28.0,,298
299,mlp,16,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,29.0,,299
300,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,30.0,,300
301,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,31.0,,301
302,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,32.0,,302
303,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,33.0,,303
304,mlp,24,4,0.05,tanh,512,0.05,0.0,0.05,dof2,february_2024,0.005,0.001,0,43,1,0,,1,1500,training_transfer_learning_dof2,34.0,,304
